url,label
http://stock.cnfol.com,1
http://www.cnfol.com/,1
http://gold.cnfol.com/,1
http://money.cnfol.com/,1
http://video.cnfol.com/,1
http://mp.cnfol.com/,1
http://stock.cnfol.com/#,1
http://live.stock.cnfol.com/,1
http://xg.stock.cnfol.com/calnd.shtml,1
http://data.cnfol.com/,1
http://mp.cnfol.com/8656/article/1615809152-139718782.html,0
http://mp.cnfol.com/26667/article/1615782060-139717555.html,0
http://special.cnfol.com/zhuanlan/,1
"http://special.cnfol.com/10263,00.shtml",1
"http://special.cnfol.com/10255,00.shtml",1
"http://special.cnfol.com/10252,00.shtml",1
"http://special.cnfol.com/10249,00.shtml",1
"http://special.cnfol.com/10243,00.shtml",1
"http://special.cnfol.com/10235,00.shtml",1
http://video.cnfol.com/caijingkuaix/20200727/28296046.shtml,1
http://blog.cnfol.com/r2List/1.html,0
http://mp.cnfol.com/user/8646.html,1
http://mp.cnfol.com/user/8723,1
http://mp.cnfol.com/user/50953.html,1
http://mp.cnfol.com/user/26192.html,1
http://mp.cnfol.com/user/27459.html,1
http://mp.cnfol.com/user/8644.html,1
http://mp.cnfol.com/user/26501.html,1
http://mp.cnfol.com/user/34214.html,1
http://mp.cnfol.com/user/8639.html,1
http://mp.cnfol.com/user/8625.html,1
http://mp.cnfol.com/user/32441.html,1
http://sc.stock.cnfol.com/img/20210302/28759.shtml,1
http://sc.stock.cnfol.com/img/20210209/28756.shtml,1
http://sc.stock.cnfol.com/shichangceping/20210315/28751699.shtml,1
http://shell.cnfol.com/keyword/index.php?key=%E5%8A%A8%E4%BD%9C,0
http://shell.cnfol.com/keyword/index.php?key=%E7%BB%8F%E6%B5%8E,0
http://sc.stock.cnfol.com/shichangceping/20210315/28750637.shtml,0
http://shell.cnfol.com/keyword/index.php?key=%E7%A7%91%E6%8A%80,0
http://mp.cnfol.com/user_live/50599.html,1
http://sc.stock.cnfol.com/meiribidu,1
http://shell.cnfol.com/keyword/index.php?key=%E6%9C%88%E4%BB%BD,1
http://blog.cnfol.com/hbinhan/article/1615816145-139719007.html,0
http://blog.cnfol.com/xing0828/article/1615801336-139718485.html,0
http://sc.stock.cnfol.com/gushiyaowen/20210315/28753354.shtml,0
http://sc.stock.cnfol.com/gushiyaowen/20210315/28752477.shtml,0
http://sc.stock.cnfol.com/shichangjuejin/20210315/28751560.shtml,0
http://sc.stock.cnfol.com/shichangceping/,1
http://sc.stock.cnfol.com/shichangceping/20210315/28752198.shtml,0
http://sc.stock.cnfol.com/ggzixun/20210315/28753558.shtml,0
http://sc.stock.cnfol.com/ggzixun/20210315/28753553.shtml,0
http://xg.stock.cnfol.com/xinguyaowen/20210315/28753226.shtml,0
http://sbsc.stock.cnfol.com/xsbyw/,1
http://sbsc.stock.cnfol.com/xsbyw/20210315/28751598.shtml,0
http://sc.stock.cnfol.com/guojishichang/20210315/28752285.shtml,0
http://sc.stock.cnfol.com/guojishichang/20210313/28749871.shtml,0
http://www.cnfol.com/info/adservice/,1
http://www.cnfol.com/info/zg.shtml,1
http://news.cnfol.com/it/20150403/20477792.shtml,0
http://help.cnfol.com/,1
http://fund.cnfol.com/,1
http://futures.cnfol.com/,1
http://auto.cnfol.com/,1
http://blog.cnfol.com/,1
http://sc.stock.cnfol.com/gushizhibo/,1
http://data.cnfol.com/mac/gpzhtj.shtml,1
http://mp.cnfol.com/user/8815,1
http://mp.cnfol.com/user/32111.html,1
http://mp.cnfol.com/user/8734.html,1
http://mp.cnfol.com/user/50599.html,1
http://mp.cnfol.com/user/8656.html,1
http://mp.cnfol.com/user/26828.html,1
http://mp.cnfol.com/user/8601.html,1
http://mp.cnfol.com/user/8592.html,1
http://mp.cnfol.com/user/26158.html,1
http://mp.cnfol.com/user/8682.html,1
http://mp.cnfol.com/user/8654.html,1
http://shell.cnfol.com/keyword/index.php?key=%E6%8A%84%E5%BA%95,1
http://shell.cnfol.com/keyword/index.php?key=%E7%BB%8F%E6%B5%8E,1
http://shell.cnfol.com/keyword/index.php?key=%E9%A3%8E%E9%99%A9,1
http://mp.cnfol.com/user_live/26160.html,1
http://mp.cnfol.com/user_live/27459.html,1
http://shell.cnfol.com/keyword/index.php?key=%E5%87%80%E6%B5%81%E5%85%A5,1
http://sc.stock.cnfol.com/shichangjuejin/,1
http://xg.stock.cnfol.com/xinguyaowen/,1
http://www.cnfol.com/info/adservice/,1
http://www.cnfol.com/info/zg.shtml,1
http://www.jrj.com.cn/,1
http://gold.jrj.com.cn/,1
http://itougu.jrj.com.cn/?channel=VC835Z48D&tgqdcode=38DF753J,1
https://sso.jrj.com.cn/sso/ssopassportlogin?ReturnURL=http://stock.jrj.com.cn/&fromId=JRJ,1
"http://stock.jrj.com.cn/share,300073.shtml",0
"http://stock.jrj.com.cn/share,603601.shtml",0
http://stock.jrj.com.cn/list/stockgszx.shtml,1
http://stock.jrj.com.cn/list/stockssgs.shtml,1
http://win.jrj.com.cn/?channel=JRJGPZX01&tgqdcode=H9YDD7YT,1
http://bbs.jrj.com.cn/gupiao,1
http://summary.jrj.com.cn/gpph/sa_min5pl_d.shtml,1
http://summary.jrj.com.cn/sjtj/dqtj.shtml,1
http://summary.jrj.com.cn/zjlx/,1
http://summary.jrj.com.cn/usstock/usbk.shtml,1
http://stock.jrj.com.cn/tzzs/zdtwdj/zdforce.shtml,1
http://summary.jrj.com.cn/lhb/,1
http://summary.jrj.com.cn/qgqp/,1
http://stock.jrj.com.cn/tzzs/gszxgq.shtml,1
http://stock.jrj.com.cn/2021/03/15073432133402.shtml,0
http://stock.jrj.com.cn/2021/03/15073132133396.shtml,0
http://stock.jrj.com.cn/2021/03/15073032133393.shtml,0
http://stock.jrj.com.cn/2021/03/15073632133641.shtml,0
http://stock.jrj.com.cn/2021/03/15212532139348.shtml,0
http://stock.jrj.com.cn/2021/03/15185832138052.shtml,0
http://stock.jrj.com.cn/2021/03/15072132133374.shtml,0
http://stock.jrj.com.cn/2021/03/16030532140964.shtml,0
http://stock.jrj.com.cn/2021/03/16025932140944.shtml,0
http://stock.jrj.com.cn/2021/03/16013832140769.shtml,0
http://stock.jrj.com.cn/2021/03/16010232140519.shtml,0
http://stock.jrj.com.cn/list/stockbktt.shtml,1
http://stock.jrj.com.cn/zhengu/,1
http://summary.jrj.com.cn/zjlx/zllr.shtml,1
http://summary.jrj.com.cn/gpph/sa_ta_d.shtml,1
http://summary.jrj.com.cn/dzjy/gpdzjy.shtml,1
http://stock.jrj.com.cn/yanbao/ggyj.shtml?ob=3,1
http://stock.jrj.com.cn/hotstock/htggyd.shtml,1
http://stock.jrj.com.cn/ggqx/new/ggqx.shtml,1
